Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0010558	negative regulation of macromolecule biosynthetic process	 	7.517E-4	1.000E0	1.859E-2	1.704E-1	43	1848	DPF1,CDKN2A,ESR1,MBD1,TRPS1,KLF3,FOXN3,TENM2,MLH1,FHL2,FST,SMURF2,FOXL1,POU5F1,PIAS1,MIR100,OSR1,FOXP1,ZFHX3,PUM1,L3MBTL3,PROX1,MYC,ZNF423,ZNF217,SIX4,PTGFRN,MAGEF1,PRDM8,NFATC2,SUPT5H,SIN3B,TCF21,GRB10,EDN1,ZBTB49,HEYL,LOXL2,ZNF727,EPAS1,LRRFIP1,SMAD3,SMAD7
GO: Biological Process	GO:0060395	SMAD protein signal transduction	 	7.625E-4	1.000E0	1.861E-2	1.706E-1	7	106	POU5F1,NUP93,INHBA,MAGI2,TGFB2,SMAD3,SMAD7
GO: Biological Process	GO:1902680	positive regulation of RNA biosynthetic process	 	7.633E-4	1.000E0	1.861E-2	1.706E-1	44	1906	DPF1,CDKN2A,ABL1,ESR1,KPNA6,ACTN1,F2R,RXRG,RPRD1B,EBF2,PKD2,UNG,CREB3L2,ANXA2,RGCC,POU5F1,MED15,MICAL2,OSR1,FOXP1,ZFHX3,MAML2,PROX1,MYC,INHBA,ZNF423,SIX4,MAP3K12,RGMA,NFATC2,SUPT5H,TACC1,NPAS2,TCF21,EDN1,MSGN1,TGFB2,ZBTB49,HEYL,RNASEL,LUM,ELL,EPAS1,SMAD3
GO: Biological Process	GO:0007162	negative regulation of cell adhesion	 	7.635E-4	1.000E0	1.861E-2	1.706E-1	15	410	CDKN2A,ABL1,MBP,F2R,MMP2,TNC,RGCC,PDE5A,CYP1B1,KANK1,JAM3,LAMB1,ADTRP,SPRY4,SMAD7
GO: Biological Process	GO:0042327	positive regulation of phosphorylation	 	7.665E-4	1.000E0	1.861E-2	1.706E-1	27	984	ABL1,TLR6,PKD2,ANXA2,RGCC,NOX4,PDGFD,PDE5A,FYN,PROX1,MYC,INHBA,SLCO3A1,BCL2,MAP3K12,MPRIP,NRP1,RGMA,GRB10,LRRK1,ADTRP,EDN1,EDNRA,TGFB2,THBS4,MOB3B,TPD52L1
GO: Biological Process	GO:0008045	motor neuron axon guidance	 	8.169E-4	1.000E0	1.975E-2	1.811E-1	6	78	ALCAM,COL6A3,FOXP1,NRP1,RTN4,LAMC2
GO: Biological Process	GO:0032956	regulation of actin cytoskeleton organization	 	8.220E-4	1.000E0	1.978E-2	1.814E-1	15	413	ABL1,SSH1,CARMIL1,RGCC,NOX4,PROX1,NRP1,KANK1,SVIL,JAM3,CAPZB,ARPIN-AP3S2,EDN1,TGFB2,SMAD3
GO: Biological Process	GO:0001817	regulation of cytokine production	 	8.390E-4	1.000E0	2.010E-2	1.843E-1	27	990	ABL1,MBP,KPNA6,LY96,TLR6,F2R,NOD1,CMKLR1,RGCC,MIR100,AKAP12,FOXP1,CYP1B1,INHBA,PANX1,SIRPA,MAST2,SULF1,RTN4,CASP8,TGFB2,SERPINB1,IRAK3,LTBP1,LUM,SMAD3,SMAD7
GO: Biological Process	GO:0010628	positive regulation of gene expression	 	8.457E-4	1.000E0	2.017E-2	1.849E-1	36	1469	CDKN2A,ABL1,ESR1,MBP,KPNA6,LY96,TLR6,F2R,NOD1,PKD2,MLH1,ALCAM,CREB3L2,ANK3,TNC,ANXA2,RGCC,POU5F1,AKAP12,METTL5,OSR1,FOXP1,MYC,CYP1B1,ADAM19,INHBA,PANX1,NFATC2,SULF1,RTN4,CASP8,ADTRP,TGFB2,IRAK3,LUM,SMAD3
GO: Biological Process	GO:0072009	nephron epithelium development	 	8.700E-4	1.000E0	2.066E-2	1.894E-1	9	175	PKD2,OSR1,MYC,BCL2,SIX4,MAGI2,TCF21,EDNRA,HEYL
GO: Biological Process	GO:0001934	positive regulation of protein phosphorylation	 	8.782E-4	1.000E0	2.076E-2	1.904E-1	25	891	ABL1,TLR6,PKD2,ANXA2,RGCC,NOX4,PDGFD,PDE5A,FYN,PROX1,INHBA,SLCO3A1,BCL2,MAP3K12,MPRIP,NRP1,RGMA,LRRK1,ADTRP,EDN1,EDNRA,TGFB2,THBS4,MOB3B,TPD52L1
GO: Biological Process	GO:0097530	granulocyte migration	 	8.888E-4	1.000E0	2.086E-2	1.913E-1	10	212	LYST,CMKLR1,SRP54,SIRPA,JAM3,RTN4,EDN1,EDNRA,TGFB2,THBS4
GO: Biological Process	GO:0007519	skeletal muscle tissue development	 	8.936E-4	1.000E0	2.086E-2	1.913E-1	13	331	ACTN1,RXRG,FOXP1,MYC,BCL2,SIX4,PDLIM3,SVIL,SIN3B,TCF21,TGFB2,HEYL,SPRY4
GO: Biological Process	GO:0048885	neuromast deposition	 	8.987E-4	1.000E0	2.086E-2	1.913E-1	3	14	PROX1,SULF1,RTN4
GO: Biological Process	GO:0061626	pharyngeal arch artery morphogenesis	 	8.987E-4	1.000E0	2.086E-2	1.913E-1	3	14	EDN1,EDNRA,TGFB2
GO: Biological Process	GO:0060322	head development	 	9.056E-4	1.000E0	2.086E-2	1.913E-1	35	1420	CDKN2A,ABL1,B3GNT5,MBP,ALCAM,CMKLR1,MMP2,ALDH1A3,FST,FOXL1,COL8A1,PHLDA1,POU5F1,BTBD3,FOXP1,ZFHX3,FYN,PROX1,MYC,INHBA,ZNF423,BCL2,NRP1,PRDM8,TACC1,CRISPLD2,NT5E,RTN4,LAMB1,GRIN2D,EDN1,EDNRA,TGFB2,SPRY4,PCSK7
GO: Biological Process	GO:0032612	interleukin-1 production	 	9.058E-4	1.000E0	2.086E-2	1.913E-1	9	176	TLR6,F2R,NOD1,FOXP1,PANX1,SIRPA,CASP8,SERPINB1,SMAD3
GO: Biological Process	GO:0050771	negative regulation of axonogenesis	 	9.337E-4	1.000E0	2.141E-2	1.964E-1	6	80	MAP2,MBP,TNC,NRP1,RGMA,RTN4
GO: Biological Process	GO:0007044	cell-substrate junction assembly	 	9.494E-4	1.000E0	2.162E-2	1.982E-1	7	110	ABL1,ACTN1,BCL2,NRP1,DST,MACF1,SMAD3
GO: Biological Process	GO:0010634	positive regulation of epithelial cell migration	 	9.547E-4	1.000E0	2.162E-2	1.982E-1	10	214	ABL1,RIN2,AMOTL1,JCAD,FOXP1,PROX1,NRP1,RTN4,EDN1,TGFB2
GO: Biological Process	GO:0042471	ear morphogenesis	 	9.547E-4	1.000E0	2.162E-2	1.982E-1	10	214	ALDH1A3,FST,CHSY1,IGFBP3,OSR1,PROX1,MYC,SIX4,EDN1,EDNRA
GO: Biological Process	GO:0071900	regulation of protein serine/threonine kinase activity	 	9.636E-4	1.000E0	2.173E-2	1.993E-1	16	464	CDKN2A,ABL1,TLR6,PKD2,RGCC,NOX4,PRKAG3,PDGFD,PDE5A,PROX1,MAP3K12,KSR1,EDN1,SPRY4,IRAK3,TPD52L1
GO: Biological Process	GO:0042476	odontogenesis	 	9.810E-4	1.000E0	2.203E-2	2.020E-1	9	178	FST,TNC,OSR1,INHBA,STIM1,LAMB1,EDN1,EDNRA,TGFB2
GO: Biological Process	GO:0072171	mesonephric tubule morphogenesis	 	9.966E-4	1.000E0	2.229E-2	2.044E-1	6	81	PKD2,OSR1,MYC,BCL2,SIX4,TCF21
GO: Biological Process	GO:0022604	regulation of cell morphogenesis	 	1.010E-3	1.000E0	2.250E-2	2.063E-1	14	378	ABL1,ALCAM,CARMIL1,GAS7,PALM2AKAP2,FYN,NRP1,KANK1,RTN4,CAPZB,ARPIN-AP3S2,FMNL3,SPRY4,MACF1
GO: Biological Process	GO:0051056	regulation of small GTPase mediated signal transduction	 	1.024E-3	1.000E0	2.272E-2	2.083E-1	13	336	ABL1,TRIO,F2R,AKAP12,TIAM2,NRP1,KANK1,ARHGEF28,RTN4,TGFB2,SPRY4,SPATA13,PLCE1
GO: Biological Process	GO:0002682	regulation of immune system process	 	1.034E-3	1.000E0	2.281E-2	2.092E-1	42	1821	CDKN2A,ABL1,ESR1,LY96,TLR6,LYST,ANKRD54,NOD1,MTUS1,MLH1,CMKLR1,MMP2,RGCC,PDGFD,FOXP1,PDE5A,PUM1,FYN,MYC,MASP1,INHBA,PANX1,BCL2,SIRPA,PTPRE,NFATC2,SUPT5H,C1S,C9,JAM3,RTN4,CASP8,ADTRP,EDN1,EDNRA,TGFB2,ZBTB49,THBS4,SERPINB1,IRAK3,SMAD3,SMAD7
GO: Biological Process	GO:0048732	gland development	 	1.037E-3	1.000E0	2.281E-2	2.092E-1	24	851	CDKN2A,ABL1,ESR1,PKD2,MMP2,ALDH1A3,TNC,PROS1,PROX1,MYC,CYP1B1,SRP54,BCL2,SIX4,NRP1,SOCS2,SULF1,TCF21,RTN4,EDN1,EDNRA,TGFB2,EPAS1,SMAD3
GO: Biological Process	GO:0048568	embryonic organ development	 	1.047E-3	1.000E0	2.294E-2	2.104E-1	27	1005	SLC25A37,PKD2,ALCAM,ALDH1A3,FST,COL8A1,CHSY1,IGFBP3,MICAL2,OSR1,PROX1,MYC,GATM,SIX4,DHX8,CRISPLD2,TCF21,RTN4,LAMB1,CASP8,EDN1,EDNRA,TGFB2,IRAK3,LUM,EPAS1,SMAD3
GO: Biological Process	GO:0007417	central nervous system development	 	1.052E-3	1.000E0	2.295E-2	2.105E-1	41	1766	CDKN2A,ABL1,B3GNT5,TRIO,MAP2,MBD1,MBP,TENM2,PKD2,ALCAM,CMKLR1,ALDH1A3,FST,FOXL1,PHLDA1,POU5F1,BTBD3,VCAN,FOXP1,ZFHX3,FYN,PROX1,MYC,INHBA,ZNF423,BCL2,NRP1,PRDM8,SULF1,SUPT5H,TACC1,NOVA1,NPAS2,ARHGEF28,NT5E,RTN4,LAMB1,GRIN2D,TGFB2,SPRY4,PCSK7
GO: Biological Process	GO:0001952	regulation of cell-matrix adhesion	 	1.065E-3	1.000E0	2.314E-2	2.122E-1	8	145	CDKN2A,ABL1,RIN2,BCL2,NRP1,MACF1,PLEKHA2,SMAD3
GO: Biological Process	GO:0048864	stem cell development	 	1.103E-3	1.000E0	2.387E-2	2.189E-1	9	181	TNC,ANXA6,RADIL,MASP1,BCL2,NRP1,CAPZB,EDN1,EDNRA
GO: Biological Process	GO:1902533	positive regulation of intracellular signal transduction	 	1.110E-3	1.000E0	2.387E-2	2.189E-1	31	1220	CDKN2A,DOK6,TRAF1,ABL1,ESR1,TLR6,F2R,NOD1,JCAD,NOX4,POU5F1,AKAP12,IGFBP3,PDGFD,PDE5A,PUM1,FYN,PROX1,MYC,INHBA,MAP3K12,NRP1,KSR1,RTN4,CASP8,LRRK1,EDN1,EDNRA,TGFB2,TPD52L1,PLCE1
GO: Biological Process	GO:0044752	response to human chorionic gonadotropin	 	1.112E-3	1.000E0	2.387E-2	2.189E-1	3	15	MYC,EDN1,EDNRA
GO: Biological Process	GO:0003007	heart morphogenesis	 	1.126E-3	1.000E0	2.409E-2	2.209E-1	16	471	PKD2,ALCAM,FLRT2,FHL2,CHSY1,POU5F1,MICAL2,PROX1,NRP1,RTN4,EDN1,EDNRA,TGFB2,HEYL,SMAD3,SMAD7
GO: Biological Process	GO:0060740	prostate gland epithelium morphogenesis	 	1.146E-3	1.000E0	2.416E-2	2.216E-1	4	33	ESR1,MMP2,TNC,SULF1
GO: Biological Process	GO:1903055	positive regulation of extracellular matrix organization	 	1.146E-3	1.000E0	2.416E-2	2.216E-1	4	33	ABL1,RGCC,TGFB2,SMAD3
GO: Biological Process	GO:0072194	kidney smooth muscle tissue development	 	1.166E-3	1.000E0	2.416E-2	2.216E-1	2	4	PKD2,OSR1
GO: Biological Process	GO:0072131	kidney mesenchyme morphogenesis	 	1.166E-3	1.000E0	2.416E-2	2.216E-1	2	4	OSR1,MYC
GO: Biological Process	GO:0072133	metanephric mesenchyme morphogenesis	 	1.166E-3	1.000E0	2.416E-2	2.216E-1	2	4	OSR1,MYC
GO: Biological Process	GO:0001830	trophectodermal cell fate commitment	 	1.166E-3	1.000E0	2.416E-2	2.216E-1	2	4	POU5F1,PRICKLE2
GO: Biological Process	GO:2000393	negative regulation of lamellipodium morphogenesis	 	1.166E-3	1.000E0	2.416E-2	2.216E-1	2	4	KANK1,ARPIN-AP3S2
GO: Biological Process	GO:0038189	neuropilin signaling pathway	 	1.166E-3	1.000E0	2.416E-2	2.216E-1	2	4	ABL1,NRP1
GO: Biological Process	GO:0098609	cell-cell adhesion	 	1.177E-3	1.000E0	2.421E-2	2.220E-1	29	1118	CDKN2A,ABL1,MBP,ACTN1,F2R,TENM2,SVEP1,AMOTL1,COL14A1,ALCAM,CNN3,ANK3,ANXA2,RGCC,PDE5A,FYN,CYP1B1,ADAM19,BCL2,SIRPA,ITGB5,MAGI2,JAM3,NT5E,LAMB1,ADTRP,TGFB2,THBS4,SMAD7
GO: Biological Process	GO:0097191	extrinsic apoptotic signaling pathway	 	1.177E-3	1.000E0	2.421E-2	2.220E-1	11	259	TRAF1,TRPS1,PPP2R1B,FYN,INHBA,BCL2,NRP1,CASP7,CASP8,TGFB2,SMAD3
GO: Biological Process	GO:0051493	regulation of cytoskeleton organization	 	1.228E-3	1.000E0	2.498E-2	2.291E-1	19	615	ABL1,MAP2,SSH1,CARMIL1,RGCC,NOX4,CHMP2B,SENP6,PROX1,NRP1,KANK1,SVIL,JAM3,CNTRL,CAPZB,ARPIN-AP3S2,EDN1,TGFB2,SMAD3
GO: Biological Process	GO:0085029	extracellular matrix assembly	 	1.236E-3	1.000E0	2.498E-2	2.291E-1	5	57	COL14A1,RGCC,PXDN,LAMB1,SMAD3
GO: Biological Process	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	 	1.236E-3	1.000E0	2.498E-2	2.291E-1	5	57	PPP2R1B,FYN,INHBA,BCL2,TGFB2
GO: Biological Process	GO:0010934	macrophage cytokine production	 	1.236E-3	1.000E0	2.498E-2	2.291E-1	5	57	NOD1,PANX1,RTN4,TGFB2,IRAK3
GO: Biological Process	GO:2001236	regulation of extrinsic apoptotic signaling pathway	 	1.238E-3	1.000E0	2.498E-2	2.291E-1	9	184	TRAF1,TRPS1,PPP2R1B,FYN,INHBA,BCL2,NRP1,CASP8,TGFB2
GO: Biological Process	GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	 	1.284E-3	1.000E0	2.573E-2	2.360E-1	4	34	F2R,PLPP1,EDN1,EDNRA
GO: Biological Process	GO:0072012	glomerulus vasculature development	 	1.284E-3	1.000E0	2.573E-2	2.360E-1	4	34	PDGFD,OSR1,TCF21,EDNRA
GO: Biological Process	GO:0150115	cell-substrate junction organization	 	1.295E-3	1.000E0	2.586E-2	2.371E-1	7	116	ABL1,ACTN1,BCL2,NRP1,DST,MACF1,SMAD3
GO: Biological Process	GO:0050678	regulation of epithelial cell proliferation	 	1.310E-3	1.000E0	2.598E-2	2.383E-1	17	524	CDKN2A,ESR1,JCAD,RGCC,OSR1,FOXP1,PROX1,MYC,SIX4,NRP1,SULF1,RTN4,LAMB1,EDNRA,TGFB2,THBS4,SMAD3
GO: Biological Process	GO:0048638	regulation of developmental growth	 	1.311E-3	1.000E0	2.598E-2	2.383E-1	16	478	ABL1,ACACB,MAP2,COL14A1,TNC,FOXP1,PROX1,BCL2,SIX4,NRP1,SOCS2,RGMA,RTN4,EDN1,MACF1,SMAD7
GO: Biological Process	GO:1990138	neuron projection extension	 	1.330E-3	1.000E0	2.616E-2	2.399E-1	11	263	ABL1,MAP2,ALCAM,COL6A3,TNC,NRP1,STIM1,RTN4,EDN1,EDNRA,MACF1
GO: Biological Process	GO:1902743	regulation of lamellipodium organization	 	1.337E-3	1.000E0	2.616E-2	2.399E-1	5	58	CARMIL1,KANK1,CAPZB,ARPIN-AP3S2,PLCE1
GO: Biological Process	GO:0060284	regulation of cell development	 	1.340E-3	1.000E0	2.616E-2	2.399E-1	21	717	ABL1,MAP2,MBD1,MBP,ALCAM,TNC,ANXA2,CARMIL1,PDE5A,PROX1,MYC,BCL2,TIAM2,NRP1,RGMA,KANK1,RTN4,HEYL,SPRY4,MACF1,SMAD7
GO: Biological Process	GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis	 	1.354E-3	1.000E0	2.616E-2	2.399E-1	3	16	NRP1,EDN1,EDNRA
GO: Biological Process	GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	 	1.354E-3	1.000E0	2.616E-2	2.399E-1	3	16	NRP1,EDN1,EDNRA
GO: Biological Process	GO:0072014	proximal tubule development	 	1.354E-3	1.000E0	2.616E-2	2.399E-1	3	16	PKD2,OSR1,HEYL
GO: Biological Process	GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	 	1.354E-3	1.000E0	2.616E-2	2.399E-1	3	16	PPP2R1B,INHBA,TGFB2
GO: Biological Process	GO:0008154	actin polymerization or depolymerization	 	1.392E-3	1.000E0	2.680E-2	2.457E-1	10	225	ABL1,SSH1,WIPF1,CARMIL1,GAS7,MICAL2,KANK1,SVIL,CAPZB,FMNL3
GO: Biological Process	GO:0042060	wound healing	 	1.419E-3	1.000E0	2.714E-2	2.489E-1	18	575	ACTN1,F2R,LYST,TNC,ANXA2,ANXA6,CHMP2B,PROS1,NRP1,KANK1,DST,C9,ADTRP,EDN1,TGFB2,MACF1,LTBP1,SMAD3
GO: Biological Process	GO:0051090	regulation of DNA-binding transcription factor activity	 	1.420E-3	1.000E0	2.714E-2	2.489E-1	17	528	CDKN2A,TRAF1,ESR1,TLR6,NOD1,PKD2,CMKLR1,RGCC,PROX1,CYP1B1,SLCO3A1,EDN1,HEYL,IRAK3,LRRFIP1,SMAD3,SMAD7
GO: Biological Process	GO:0060512	prostate gland morphogenesis	 	1.434E-3	1.000E0	2.731E-2	2.504E-1	4	35	ESR1,MMP2,TNC,SULF1
GO: Biological Process	GO:0046578	regulation of Ras protein signal transduction	 	1.439E-3	1.000E0	2.731E-2	2.504E-1	10	226	ABL1,F2R,AKAP12,NRP1,KANK1,ARHGEF28,RTN4,TGFB2,SPRY4,PLCE1
GO: Biological Process	GO:0048146	positive regulation of fibroblast proliferation	 	1.446E-3	1.000E0	2.734E-2	2.507E-1	6	87	ABL1,ESR1,FNDC3B,ANXA2,PDGFD,MYC
GO: Biological Process	GO:0010811	positive regulation of cell-substrate adhesion	 	1.502E-3	1.000E0	2.826E-2	2.591E-1	8	153	ABL1,RIN2,COL8A1,CARMIL1,CCDC80,NRP1,PLEKHA2,SMAD3
GO: Biological Process	GO:0070482	response to oxygen levels	 	1.505E-3	1.000E0	2.826E-2	2.591E-1	19	626	DDAH1,MLH1,MMP2,RGCC,NOX4,IGFBP3,PDE5A,MYC,TM9SF4,BCL2,NRP1,RTN4,EDN1,EDNRA,TGFB2,LIPA,LOXL2,EPAS1,SMAD3
GO: Biological Process	GO:0035904	aorta development	 	1.533E-3	1.000E0	2.853E-2	2.616E-1	6	88	PKD2,PROX1,CNTRL,EDNRA,TGFB2,LTBP1
GO: Biological Process	GO:0002244	hematopoietic progenitor cell differentiation	 	1.535E-3	1.000E0	2.853E-2	2.616E-1	12	309	ABL1,F2R,FST,MYC,INHBA,BCL2,SIRPA,SUPT5H,JAM3,ADTRP,ANGPTL2,EPAS1
GO: Biological Process	GO:0045926	negative regulation of growth	 	1.535E-3	1.000E0	2.853E-2	2.616E-1	12	309	CDKN2A,MAP2,TNC,FOXP1,INHBA,BCL2,NRP1,SOCS2,RGMA,RTN4,TGFB2,SMAD3
GO: Biological Process	GO:0035051	cardiocyte differentiation	 	1.545E-3	1.000E0	2.862E-2	2.625E-1	11	268	COL14A1,FHL2,NOX4,POU5F1,FOXP1,PROX1,INHBA,NRP1,EDN1,EDNRA,TGFB2
GO: Biological Process	GO:0060037	pharyngeal system development	 	1.558E-3	1.000E0	2.875E-2	2.637E-1	5	60	IGFBP3,SIX4,EDN1,EDNRA,TGFB2
GO: Biological Process	GO:0030510	regulation of BMP signaling pathway	 	1.565E-3	1.000E0	2.880E-2	2.640E-1	8	154	ABL1,FST,SMURF2,IGFBP3,ZNF423,RGMA,SULF1,SMAD7
GO: Biological Process	GO:0033688	regulation of osteoblast proliferation	 	1.596E-3	1.000E0	2.915E-2	2.673E-1	4	36	ABL1,MN1,BCL2,SMAD3
GO: Biological Process	GO:0048745	smooth muscle tissue development	 	1.596E-3	1.000E0	2.915E-2	2.673E-1	4	36	PKD2,OSR1,FOXP1,PROX1
GO: Biological Process	GO:0060766	negative regulation of androgen receptor signaling pathway	 	1.627E-3	1.000E0	2.943E-2	2.699E-1	3	17	FOXP1,TCF21,HEYL
GO: Biological Process	GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance	 	1.627E-3	1.000E0	2.943E-2	2.699E-1	3	17	NRP1,EDN1,EDNRA
GO: Biological Process	GO:0033689	negative regulation of osteoblast proliferation	 	1.627E-3	1.000E0	2.943E-2	2.699E-1	3	17	MN1,BCL2,SMAD3
GO: Biological Process	GO:0043542	endothelial cell migration	 	1.634E-3	1.000E0	2.946E-2	2.701E-1	13	354	ABL1,VSTM4,RIN2,AMOTL1,JCAD,RGCC,FOXP1,PROX1,CYP1B1,NRP1,ADTRP,EDN1,LOXL2
GO: Biological Process	GO:0060218	hematopoietic stem cell differentiation	 	1.653E-3	1.000E0	2.970E-2	2.723E-1	7	121	ABL1,F2R,MYC,BCL2,SUPT5H,ADTRP,EPAS1
GO: Biological Process	GO:0048706	embryonic skeletal system development	 	1.664E-3	1.000E0	2.980E-2	2.733E-1	12	312	ALCAM,FST,OSR1,SIX4,SULF1,CRISPLD2,RTN4,EDN1,EDNRA,TGFB2,KIAA1217,SMAD3
GO: Biological Process	GO:0040007	growth	 	1.682E-3	1.000E0	3.002E-2	2.752E-1	36	1528	CDKN2A,ABL1,ACACB,MAP2,ESR1,COL14A1,ALCAM,COL6A3,TNC,ANXA6,POU5F1,AKAP12,IGFBP3,FOXP1,FYN,PROX1,MYC,INHBA,GATM,BCL2,SIX4,PTGFRN,NRP1,STIM1,SOCS2,RGMA,MAGI2,RTN4,LAMB1,EDN1,EDNRA,TGFB2,MACF1,SMAD3,SMAD7,PLCE1
GO: Biological Process	GO:0051146	striated muscle cell differentiation	 	1.688E-3	1.000E0	3.003E-2	2.754E-1	16	490	ACTN1,COL14A1,FHL2,NOX4,FOXP1,PROX1,MYC,BCL2,SIX4,PTGFRN,STIM1,NFATC2,JAM3,CASP7,EDN1,SPRY4
GO: Biological Process	GO:0044087	regulation of cellular component biogenesis	 	1.707E-3	1.000E0	3.026E-2	2.775E-1	29	1146	ABL1,MAP2,ESR1,TLR6,TENM2,SSH1,FLRT2,TNC,CARMIL1,RGCC,NOX4,CHMP2B,SNCAIP,ORMDL2,DYNC2LI1,SENP6,SIX4,NRP1,KANK1,SACS,RABGAP1L,SVIL,JAM3,SYNE1,CAPZB,LAMB1,MACF1,SMAD3,PLCE1
GO: Biological Process	GO:0003281	ventricular septum development	 	1.721E-3	1.000E0	3.042E-2	2.789E-1	6	90	PROX1,CNTRL,TGFB2,HEYL,LTBP1,SMAD7
GO: Biological Process	GO:0050900	leukocyte migration	 	1.759E-3	1.000E0	3.088E-2	2.832E-1	16	492	ABL1,LYST,MTUS1,CMKLR1,MMP2,PDGFD,FYN,SRP54,SIRPA,JAM3,RTN4,ADTRP,EDN1,EDNRA,TGFB2,THBS4
GO: Biological Process	GO:0031099	regeneration	 	1.766E-3	1.000E0	3.088E-2	2.832E-1	17	539	MATN2,MMP2,COL12A1,TNC,POU5F1,VCAN,FYN,MYC,INHBA,GATM,BCL2,PTGFRN,RGMA,NNMT,JAM3,RTN4,LAMB1
GO: Biological Process	GO:0090183	regulation of kidney development	 	1.769E-3	1.000E0	3.088E-2	2.832E-1	4	37	OSR1,MYC,SIX4,EDNRA
GO: Biological Process	GO:0051253	negative regulation of RNA metabolic process	 	1.770E-3	1.000E0	3.088E-2	2.832E-1	38	1645	DPF1,CDKN2A,ESR1,MBD1,TRPS1,KLF3,FOXN3,TENM2,FHL2,FST,SMURF2,FOXL1,POU5F1,PIAS1,OSR1,FOXP1,ZFHX3,L3MBTL3,PROX1,MYC,ZNF423,ZNF217,SIX4,MAGEF1,PRDM8,NFATC2,SUPT5H,SIN3B,TCF21,EDN1,ZBTB49,HEYL,LOXL2,ZNF727,EPAS1,LRRFIP1,SMAD3,SMAD7
GO: Biological Process	GO:0070374	positive regulation of ERK1 and ERK2 cascade	 	1.788E-3	1.000E0	3.108E-2	2.850E-1	11	273	ABL1,ESR1,F2R,NOD1,NOX4,AKAP12,PDGFD,INHBA,MAP3K12,NRP1,EDNRA
GO: Biological Process	GO:0043405	regulation of MAP kinase activity	 	1.803E-3	1.000E0	3.125E-2	2.866E-1	10	233	TLR6,NOX4,PDGFD,PDE5A,MAP3K12,KSR1,EDN1,SPRY4,IRAK3,TPD52L1
GO: Biological Process	GO:0036473	cell death in response to oxidative stress	 	1.816E-3	1.000E0	3.136E-2	2.876E-1	7	123	ABL1,TLR6,FOXP1,FYN,CYP1B1,BCL2,UACA
GO: Biological Process	GO:0072078	nephron tubule morphogenesis	 	1.821E-3	1.000E0	3.136E-2	2.876E-1	6	91	PKD2,OSR1,MYC,BCL2,SIX4,TCF21
GO: Biological Process	GO:0032103	positive regulation of response to external stimulus	 	1.916E-3	1.000E0	3.233E-2	2.964E-1	18	591	LY96,TLR6,NOD1,CMKLR1,MMP2,TNC,PDGFD,PDE5A,PUM1,FYN,MASP1,NRP1,SUPT5H,RTN4,EDN1,EDNRA,THBS4,SMAD3
GO: Biological Process	GO:0006979	response to oxidative stress	 	1.916E-3	1.000E0	3.233E-2	2.964E-1	18	591	CDKN2A,ABL1,TLR6,PKD2,MMP2,PDGFD,FOXP1,FYN,CYP1B1,GATM,BCL2,SIRPA,PXDN,BTG3,UACA,EDN1,EDNRA,EPAS1
GO: Biological Process	GO:0045859	regulation of protein kinase activity	 	1.921E-3	1.000E0	3.233E-2	2.964E-1	22	789	CDKN2A,ABL1,TLR6,ANKRD54,PKD2,SH3BP5,RGCC,NOX4,PRKAG3,PDGFD,PDE5A,FYN,PROX1,MAP3K12,KSR1,EDN1,TGFB2,SPRY4,MOB3B,IRAK3,TPD52L1,PLCE1
GO: Biological Process	GO:0097492	sympathetic neuron axon guidance	 	1.924E-3	1.000E0	3.233E-2	2.964E-1	2	5	EDN1,EDNRA
GO: Biological Process	GO:0072162	metanephric mesenchymal cell differentiation	 	1.924E-3	1.000E0	3.233E-2	2.964E-1	2	5	OSR1,TCF21
GO: Biological Process	GO:0071603	endothelial cell-cell adhesion	 	1.924E-3	1.000E0	3.233E-2	2.964E-1	2	5	CYP1B1,THBS4
GO: Biological Process	GO:0030208	dermatan sulfate biosynthetic process	 	1.924E-3	1.000E0	3.233E-2	2.964E-1	2	5	DSE,DSEL
GO: Biological Process	GO:0070278	extracellular matrix constituent secretion	 	1.932E-3	1.000E0	3.233E-2	2.964E-1	3	18	CREB3L2,RGCC,ADTRP
GO: Biological Process	GO:0032965	regulation of collagen biosynthetic process	 	1.937E-3	1.000E0	3.233E-2	2.964E-1	5	63	F2R,PKD2,RGCC,INHBA,LTBP1
GO: Biological Process	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	 	1.937E-3	1.000E0	3.233E-2	2.964E-1	5	63	TRPS1,PPP2R1B,INHBA,CASP8,TGFB2
GO: Biological Process	GO:0000302	response to reactive oxygen species	 	1.950E-3	1.000E0	3.234E-2	2.965E-1	12	318	CDKN2A,ABL1,PKD2,MMP2,PDGFD,FOXP1,FYN,CYP1B1,BCL2,SIRPA,EDN1,EDNRA
GO: Biological Process	GO:0032967	positive regulation of collagen biosynthetic process	 	1.956E-3	1.000E0	3.234E-2	2.965E-1	4	38	F2R,RGCC,INHBA,LTBP1
